Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,,,,product_id,name,brand,item_number,price,barcode,quantity_in_stock,unit_size,description,expiry_date,taxable,stock_bought,stock_sold,stock_expired,price_per_unit,category_id
1459,THICKENUP CLEAR 125G,Nestle,170572,29.99,773201062336,3,125g,,,t,3,0,0,17.49,116,,,,,,,,,,,,,,,,,,,
1881,NANO PRO PEN NEEDLE 32G 4MM 100,Embecta,100996,65.99,383017055530,12,100,,,t,36,24,0,39.27,116,,,,,,,,,,,,,,,,,,,
374,TYLENOL COUCH/COLD/FLU XST DAY/NIGHT CPLT 12+12,Tylenol,5730,17.99,62600959386,6,24 ct, ,,t,8,2,0,11.14,117,,,,,,,,,,,,,,,,,,,
439,ZINCOFAX OINT XST 100G,Zincofax,19267,15.99,628791005136,6,100 g, ,2028-01-01,t,8,2,0,9.28,117,,,,,,,,,,,,,,,,,,,
371,TYLENOL CHLD FEVER & THROAT PAIN GRAPE CHEW 20,Tylenol,127535,11.99,62600275141,5,20 ct,"Chewables, Relieves Fever and Sore Throat Pain Grape Flavour, For ages 2-11yrs",2026-12-31,t,6,1,0,7.04,117,,,,,,,,,,,,,,,,,,,
178,ADVIL JR GRAPE DYE FREE 40,Advil,6046,22.99,62107006033,3,40 ct,Chewable,2025-12-31,t,5,2,0,14.19,117,,,,,,,,,,,,,,,,,,,
1952,BRAUN THERMOSCAN LENS FILTER 40,braun,54644,14.99,328785957211,4,1,,,t,4,0,0,8.07,117,,,,,,,,,,,,,,,,,,,
2175,VICKS NYQUIL COLD&COUGH CHILD 2MG/15ML BERRY 236ML,Vicks,168725,14.99,56100073864,2,,,2027-05-31,t,2,0,0,8.3,117,,,,,,,,,,,,,,,,,,,
2182,TYLENOL SUSP LIQ CHILD BERRY 2X100ML,tylenol,79950,21.99,62600918468,1,2x100ml,,2027-08-31,t,1,0,0,12.89,117,,,,,,,,,,,,,,,,,,,
384,TYLENOL RG CPLT 325MG 24,Tylenol,176974,6.99,62600142610,10,24 ct, ,2026-05-31,t,11,1,0,3.85,117,,,,,,,,,,,,,,,,,,,
2140,TOBLERONE CHOC MILK 35G,Toblerone,117912,1.99,70221005160,19,35g,,,t,20,1,0,1.36,117,,,,,,,,,,,,,,,,,,,
2019,BOOGIE WIPES ORIGINAL UNSCENTED 30,Boggie Wipes,54094,4.99,897752002211,4,30 wipes,,,t,4,0,0,3.14,117,,,,,,,,,,,,,,,,,,,
2020,BOOGIE WIPES GREAT GRAPE 30,Boggie Wipes,621664,4.99,897752002037,4,30 wipes,,,t,4,0,0,3.14,117,,,,,,,,,,,,,,,,,,,
2021,HUGGIES REFRESHING CLEAN BABY WIPES 56,Huggies,134993,5.99,36000504071,3,56,,2027-05-31,t,4,1,0,3.84,117,,,,,,,,,,,,,,,,,,,
173,ACET 120 ACETAMIN SUPP 120MG 12,Acet,637546,12.99,57606043429,0,12 ct,Suppositories,,t,0,0,0,7.12,117,,,,,,,,,,,,,,,,,,,
174,ACET160 ACETAMIN SUPP 160MG 12,Acet,637645,15.99,57606043528,0,12 ct,Suppositories,2027-03-31,t,1,1,0,9.25,117,,,,,,,,,,,,,,,,,,,
175,ACET325 ACETAMINOPHEN SUPP 325MG 12,Acet,197547,14.99,57606043627,7,12 ct,Suppositories,2027-08-31,t,7,0,0,8.79,117,,,,,,,,,,,,,,,,,,,
177,ADVIL JR 100MG CHEW TB BLUE RASPBERRY 40,Advil,634360,22.99,62107006217,7,40 ct,,2025-10-31,t,7,0,0,14.19,117,,,,,,,,,,,,,,,,,,,
183,ADVIL CHILDREN GRAPE DYE FREE 230ML,Advil,523092,22.99,62107006446,0,230 ml,,,t,0,0,0,14.19,117,,,,,,,,,,,,,,,,,,,
184,AERIUS SYR BUBBLE GUM FLAVOR 100ML,Aerius,707034,13.99,56219312168,2,100 ml,"24 Hour Non-Drowsy Kids Allergy Medication, Antihistamines For Kids, Fast Allergy Relief, Bubblegum Flavour",2026-05-30,t,2,0,0,8.02,117,,,,,,,,,,,,,,,,,,,
186,BENADRYL LIQ KIDS 250ML,Benadryl,114009,28.99,60245955381,2,250 ml, ,2026-06-30,t,2,0,0,16.93,117,,,,,,,,,,,,,,,,,,,
188,CLARITIN SYRUP CHILD GRAPE 120ML,Claritin,29284,13.99,56219961212,2,120 ml,,2026-07-31,t,2,0,0,7.91,117,,,,,,,,,,,,,,,,,,,
189,HERBION COUGH SYRUP KIDS 150ML,Herbion,47771,13.99,4607006674837,2,150 ml, ,2025-11-30,t,2,0,0,7.74,117,,,,,,,,,,,,,,,,,,,
190,GENEXA ACETAMIN CHILD PAIN&FEV160MG/5ML US 118ML,Genexa,178298,16.99,857630006878,0,118 ml, ,,t,0,0,0,9.94,117,,,,,,,,,,,,,,,,,,,
181,ADVIL DROPS PED 200MG DYE FREE 24ML,Advil,786822,14.99,62107004336,5,24 ml,,,t,12,7,0,8.88,117,,,,,,,,,,,,,,,,,,,
182,ADVIL CHILDREN SUSP 100MG/5ML DYE FREE 100ML,Advil,169293,13.99,62107004343,0,100 ml, ,2027-09-30,t,4,4,0,8.26,117,,,,,,,,,,,,,,,,,,,
187,BENADRYL KIDS GRAPE CHEW TB 20,Benadryl,93314,16.99,62600964120,0,20 Chewable tabs,,2026-06-30,t,2,2,0,9.86,117,,,,,,,,,,,,,,,,,,,
185,BENADRYL LIQ CHILD 6.25MG/5ML BUBBLE GUM 100ML,Benadryl,194076,12.99,60093265809,4,100 ml,,2026-10-31,t,7,3,0,7.76,117,,,,,,,,,,,,,,,,,,,
191,HELIXIA KIDS NATURAL DEFENSE 120ML,Helixia,162624,34.99,625972020070,18,120 ml,,2025-11-30,t,27,9,0,19.89,117,,,,,,,,,,,,,,,,,,,
179,ADVIL CHILD BLUE RASBERRY LIQ 100MG/5ML 100ML,Advil,156010,13.99,62107006118,3,100 ml,,,t,4,1,0,8.26,117,,,,,,,,,,,,,,,,,,,
176,ADVIL JR CHEW TB 100MG BLUE RASPBERRY 20,Advil,650176,13.99,62107006200,3,20 ct,,,t,4,1,0,8.26,117,,,,,,,,,,,,,,,,,,,
180,ADVIL CHILDREN BUBBLE GUM DYE FREE 100ML,Advil,164474,13.99,62107006415,3,100 ml,,,t,4,1,0,8.26,117,,,,,,,,,,,,,,,,,,,
280,GRAVOL KIDS SUPP 25MG 10,Gravol,163427,11.99,58738325919,7,10 ct, ,2026-03-31,t,7,0,0,6.75,117,,,,,,,,,,,,,,,,,,,
281,GRAVOL LIQ CHILD 15MG/5ML 75ML,Gravol,20248,11.99,58738325438,7,75 ml, ,2027-06-30,t,9,2,0,7.22,117,,,,,,,,,,,,,,,,,,,
367,TYLENOL COLD ORAL SUSP CHILD BUBBLE GUM 100ML,Tylenol,185843,11.99,64541300616,0,100ml, ,,t,0,0,0,7.15,117,,,,,,,,,,,,,,,,,,,
370,TYLENOL CHILDREN DISSOLVE PD WILD BERRY 160MG PK16,Tylenol,171220,12.99,62600379962,3,16 g,,2026-02-28,t,4,1,0,7.15,117,,,,,,,,,,,,,,,,,,,
376,TYLENOL SINUS XST NIGHT TIME TB 20,Tylenol,81380,12.99,64541317294,0,20 ct, ,,t,0,0,0,7.61,117,,,,,,,,,,,,,,,,,,,
383,TYLENOL RG EZ TB 325MG 120,Tylenol,23953,19.99,62600961013,3,120 ct, ,2025-12-31,t,3,0,0,11.44,117,,,,,,,,,,,,,,,,,,,
391,ROBITUSSIN COUGH&COLD CHILD GRAPE 100ML,Robitussin,151799,10.99,62107457101,0,100ml,,,t,0,0,0,6.6,117,,,,,,,,,,,,,,,,,,,
366,TYLENOL CHILD DYE FREE BERRY 100ML,Tylenol,833491,12.99,64541320003,5,100ml, ,2026-01-31,t,12,7,0,7.15,117,,,,,,,,,,,,,,,,,,,
388,PEDIATRIX LIQ CHERRY 160MG/5ML 100ML,Pediatrix,38299,9.99,64589001971,3,100 ml, ,2028-01-31,t,3,0,0,6.41,117,,,,,,,,,,,,,,,,,,,
369,TYLENOL COLD DM SUSP BUBBLE GUM 100ML,Tylenol,185652,11.99,64541300623,4,100ml,,2025-12-31,t,6,2,0,7.15,117,,,,,,,,,,,,,,,,,,,
365,TYLENOL SUSP GRAPE 160MG/5ML 100ML,Tylenol,649541,12.99,62600143723,2,100ml,,2026-04-30,t,10,8,0,7.15,117,,,,,,,,,,,,,,,,,,,
364,TYLENOL DROPS SUSP CHERRY 80MG 24ML,Tylenol,953299,13.99,62600142061,3,24ml,,2026-10-31,t,5,2,0,7.88,117,,,,,,,,,,,,,,,,,,,
381,TYLENOL XST RAPID RELEASE GELCAPS 80,Tylenol,109475,25.99,62600231888,6,80 gel cap,,2026-06-30,t,11,5,0,15.61,117,,,,,,,,,,,,,,,,,,,
372,TYLENOL XST EZ TB 500MG BP 10,Tylenol,364125,3.99,62600141118,5,10 ct, ,,t,10,5,0,2.27,117,,,,,,,,,,,,,,,,,,,
389,REACTINE JR FAST MELT 10MG TB 24,Reactine,51735,28.99,62600962522,3,24 ct,,2027-07-31,t,4,1,0,17.25,117,,,,,,,,,,,,,,,,,,,
392,STODAL SYR CHILD SUFAR FREE 125ML,Boiron,16931,13.99,774016717565,3,125ml,,2026-02-28,t,4,1,0,8.22,117,,,,,,,,,,,,,,,,,,,
387,PEDIATRIX CHILD DROPS CHERRY 24ML,Pediatrix,38257,11.99,64589001964,4,24 ct, ,2029-02-08,t,4,0,0,6.63,117,,,,,,,,,,,,,,,,,,,
368,TYLENOL COLD&STUFFY NOSE CHILD 160MG 100ML,Tylenol,35972,11.99,64541301446,3,100ml, ,2027-03-31,t,4,1,0,7.15,117,,,,,,,,,,,,,,,,,,,
380,TYLENOL EXTRA STRENGTH CPLT 200,Tylenol,141308,34.99,62600347053,12,200 ct, ,2026-11-30,t,16,4,0,20.77,117,,,,,,,,,,,,,,,,,,,
428,BURT'S BEES BABY BEE SHP&BODY WASH CALMING 235ML,Burt's Bees,81949,11.99,792850023116,0,235 ml,,,t,0,0,0,6.72,117,,,,,,,,,,,,,,,,,,,
429,BIOGAIA PROBIOTIC DROPS 100MILL CFU 5ML,Biogaia,162910,44.99,779170137709,0,5mL, ,,t,0,0,0,25.86,117,,,,,,,,,,,,,,,,,,,
430,CORYZALIA COLD/CONGESTION 60,Boiron Coryzalia,536974,19.99,774016738676,0,60 Tablets, ,,t,0,0,0,11.31,117,,,,,,,,,,,,,,,,,,,
432,FLINTSTONES COMPLETE GUMMIES 180,Flintstones ,168420,35.99,56500372246,0,180 Gummies, ,,t,0,0,0,21.22,117,,,,,,,,,,,,,,,,,,,
434,IHLE PASTE 125G ATL,Atlas,618561,6.99,68625130076,1,125g,,2029-02-01,t,1,0,0,4.83,117,,,,,,,,,,,,,,,,,,,
436,KIDS 0-9 SINUS ALL IN ONE SYRUP 25ML,Kids 0-9,44437,14.99,778159453168,1,25ml,,2029-10-01,t,1,0,0,9.25,117,,,,,,,,,,,,,,,,,,,
437,LANSINOH LANOLIN CREAM 40G,Lansinoh,22664,15.99,44677940504,1,40 Grams,,2026-09-01,t,1,0,0,9.09,117,,,,,,,,,,,,,,,,,,,
438,OVOL DROPS 40MG/ML 15ML,Ovol,157744,11.99,58738666852,0,15mL, ,,t,0,0,0,6.86,117,,,,,,,,,,,,,,,,,,,
433,HYDRASENSE ULTRA-GENTLE SP 210ML,Hydrasense,62415,24.99,56219254932,4,210 Ml,"Baby Nasal Care, 100% Natural Sourced Seawater, Preservative-free",2026-01-31,t,4,0,0,14.33,117,,,,,,,,,,,,,,,,,,,
772,CEPACOL - CHILDRENS FRUITY STRAWBERRY,Cepacol,160314,12.49,363824989105,4,36 lozenges,,2026-11-30,t,4,0,0,0,117,,,,,,,,,,,,,,,,,,,
1056,JJ BABY OIL W/ALOE&VITAMIN E 591ML,Johnson and Johnson's,44719,9.99,62600125934,0,591mL,,,t,3,3,0,5.57,117,,,,,,,,,,,,,,,,,,,
1055,JJ BABY OIL 591ML,Johnson and Johnson's,48280,9.99,62600125927,0,591mL,,,t,0,0,0,5.57,117,,,,,,,,,,,,,,,,,,,
1197,CHASE KOLIK DROPS CONC GAS RELIEF INFANTS 60ML,Dr Chase Pediatric,180748,14.99,59097002190,1,60mL,,2025-09-01,t,1,0,0,8.84,117,,,,,,,,,,,,,,,,,,,
1408,MOTRIN DROP INFANT DYE FREE 30ML,Motrin,332437,12.99,64541308988,0,30mL,,,t,0,0,0,7.59,117,,,,,,,,,,,,,,,,,,,
1438,TYLENOL DROPS INFANT DYE FREE WHITE GRAPE 15ML,Tylenol,648956,9.99,62600143709,0,15ml,,2026-08-31,t,3,3,0,5.75,117,,,,,,,,,,,,,,,,,,,
1434,ADVIL JR CHEW TB 100MG GRAPE 40,Advil,421305,22.99,62107006019,3,4- tabs,,2026-10-31,t,3,0,0,14.19,117,,,,,,,,,,,,,,,,,,,
1436,BENYLIN SYR DM CHILDREN DRY COUGH GRAPE 100ML,Benylin,440560,10.99,60093260828,4,100ml,,2026-03-31,t,4,0,0,6.55,117,,,,,,,,,,,,,,,,,,,
1437,ROBITUSSIN CHILD COLD 100ML,Robitussin,152609,10.99,62107486002,2,100ml,,2026-04-30,t,2,0,0,6.6,117,,,,,,,,,,,,,,,,,,,
1439,TYLENOL DRP FEVER&THROAT WHT GRAPE 24ML,Tylenol,740639,12.99,64541319243,1,24ml,,2026-08-31,t,1,0,0,7.88,117,,,,,,,,,,,,,,,,,,,
1405,GRAVOL CHILDREN CHEW TB 15MG 18,Gravol,95553,9.99,58738326909,3,18 chewable tabs,,2027-06-30,t,5,2,0,5.8,117,,,,,,,,,,,,,,,,,,,
1440,TYLENOL CHILD BUBBLE GUM CHEW TB 160MG 20,Tylenol,104504,12.99,62600962478,3,20 Chewable tabs,,2027-02-28,t,6,3,0,7.04,117,,,,,,,,,,,,,,,,,,,
1432,FLINTSTONES COMPLETE VITAMIN CHEW TB 80,Bayer,147691,21.99,56500371027,2,80 tabs,,2026-05-01,t,3,1,0,12.83,117,,,,,,,,,,,,,,,,,,,
1435,ADVIL JR TB CHEW 100MG VERY BERRY DYE FREE 40,Advil,0,22.99,62107006057,5,40 Chewable Tabs,,2027-02-28,t,7,2,0,14.19,117,,,,,,,,,,,,,,,,,,,
1519,CETAPHIL BABY ECZEMA CALMING MOISTURIZER 295ML,Cetaphil,138753,19.99,772618083101,3,295ml,,2026-03-01,t,3,0,0,11.4,117,,,,,,,,,,,,,,,,,,,
1787,B&L BIOTRUE EYE DROPS PRESERVATIVE FREE 2.4MG 10ML,Bausch + Lomb,137168,22.99,4030571005124,0,10 ml,,,t,0,0,0,10.5,117,,,,,,,,,,,,,,,,,,,
1788,IRON KIDS GUMMIES OMEGA 3 60,Iron Kids,504530,11.99,683702100072,2,60 gummies,,2026-05-01,t,2,0,0,7.2,117,,,,,,,,,,,,,,,,,,,
1783,REACTINE CHILD GRAPE 118ML,Reactine,88452,16.99,62600960900,3,118 ml,,2026-11-30,t,5,2,0,9.86,117,,,,,,,,,,,,,,,,,,,
1832,JOHNSON'S BABY PD ALOE & VITAMIN E 425G,Johnson's,151598,7.99,381370030584,2,425 g,,,t,2,0,0,4.71,117,,,,,,,,,,,,,,,,,,,
1885,ORAJEL BABY GEL COOLING TEETHING DAY/NIGHT 2X5.1G,Orajel,168638,11.99,59972102540,3,2 tubes,,2027-02-01,t,3,0,0,7.17,117,,,,,,,,,,,,,,,,,,,
1884,OASIS APPLE GRAPE JUICE,Oasis,12334,1,67311016991,0,200ml,,,t,0,0,0,0,117,,,,,,,,,,,,,,,,,,,
1278,ADVIL LIQUI-GELS XST CAPS 400MG 24,Advil,209247,17.99,62107005029,8,24 caps,,2027-10-30,t,11,3,0,10.58,118,,,,,,,,,,,,,,,,,,,
1361,TYLENOL XST RAPID RELEASE GELCAPS 24,Tylenol,109474,10.99,62600231871,6,24 caplets,,2026-06-30,t,7,1,0,6.35,118,,,,,,,,,,,,,,,,,,,
1335,CEPACOL LOZ XST SUGAR FREE HONEY/LEMON 36,Cepacol,64180,12.99,363824903729,6,36 lozenges,,2027-01-31,t,13,7,0,7.78,118,,,,,,,,,,,,,,,,,,,
1947,SUDAFED SINUS ADVANCE W/IBUPROFEN 40,Sudafed,868497,19.99,55599484625,3,40 caplets,,2027-02-28,t,3,0,0,12.61,118,,,,,,,,,,,,,,,,,,,
2176,BENYLIN SYRUP SORE THROAT+COUGH XST 250ML,Benylin,139503,18.99,62600264206,2,250ml,,2027-07-31,t,1,0,0,11.53,118,,,,,,,,,,,,,,,,,,,
224,ROBITUSSIN DM COUGH CONTROL XST SYR 250ML,robitussin,10861,22.99,62107470001,5,250 ML,,2027-04-30,t,12,7,0,13.8,118,,,,,,,,,,,,,,,,,,,
1175,TYLENOL RG TB 325MG 100,Tylenol,836536,16.99,62600142177,3,100 tabs,325 mg tab - Regular Strength,,t,4,1,0,10.5,118,,,,,,,,,,,,,,,,,,,
1672,TYLENOL XST EZ TB 500MG 24,Tylenol,39560,6.99,64541301378,6,24 eZ tabs,,2028-01-31,t,13,7,0,4.17,118,,,,,,,,,,,,,,,,,,,
792,TYLENOL XST EZ TB 100,Tylenol,771535,19.99,62600142320,8,100eztabs,,2027-09-30,t,17,9,0,11.59,118,,,,,,,,,,,,,,,,,,,
225,ROBITUSSIN DM COUGH CONTROL XST EXP 100ML,robistussin,151337,12.99,62107469005,6,100 ML, ,2027-08-30,t,9,3,0,7.6,118,,,,,,,,,,,,,,,,,,,
382,TYLENOL XST RAPID RELEASE CAPS 500MG 120,Tylenol,157522,34.99,62600380050,10,120 gel caps,"h Pain Reliever Medicine for Headache, Back Pain and to Reduce Fever,",2026-07-31,t,13,3,0,20.77,118,,,,,,,,,,,,,,,,,,,
1904,BUCKLEY'S COMPLETE 250ML,Buckey's,93295,22.99,58478102955,4,250ml,,,t,6,2,0,13.99,118,,,,,,,,,,,,,,,,,,,
2024,RICOLA LOZ BAG ORIGINAL HERBS NO SUGAR ADD WAL 75G,Ricola,160653,4.99,36602192096,16,19 lozenges,,2027-11-12,t,24,8,0,3.11,118,,,,,,,,,,,,,,,,,,,
214,CEPACOL LOZ HONEY/LEMON 16,Cepacol,26686,6.99,363824500607,10,16 tab,,2027-10-31,t,12,2,0,3.54,118,,,,,,,,,,,,,,,,,,,
216,CEPACOL SENSATIONS LOZ SORE THROAT & COUGH 16,Cepacol,28114,6.99,363824880051,7,16 tab,,2027-06-30,t,8,2,0,3.54,118,,,,,,,,,,,,,,,,,,,
1407,ADVIL DROPS PED FRUIT 24ML,Advil,954743,14.99,62107004541,5,24 mL,,,t,5,0,0,8.88,118,,,,,,,,,,,,,,,,,,,
193,ADVIL TB 200MG 100,Advil,702514,21.99,62107004091,0,100 ct,,,t,0,0,0,13.47,118,,,,,,,,,,,,,,,,,,,
208,IBUPROFEN FC TB 200MG 100 APC,apothecare,478115,9.99,771313243346,0,100 ct,,,t,0,0,0,5.64,118,,,,,,,,,,,,,,,,,,,
209,HEALTH ONE EXTRAS. IBUPROFEN,Heath One,0,10.99,771313225892,0,24 ct, ,,t,0,0,0,0,118,,,,,,,,,,,,,,,,,,,
210,HEALTH ONE IBUPROFEN LIQUID,Health One,0,10.99,771313244282,0,32 caps,,2025-03-31,t,0,0,0,0,118,,,,,,,,,,,,,,,,,,,
211,HEALTH ONE IBUPROFEN LIQUID,Heath One,0,14.99,771313244299,0,72 liquid gel,,,t,0,0,0,0,118,,,,,,,,,,,,,,,,,,,
201,ADVIL COLD & SINUS LIQUI-GELS CPLT 200MG 20,Advil,787333,15.99,62107004374,6,20 ct,,2026-11-30,t,9,3,0,9.83,118,,,,,,,,,,,,,,,,,,,
219,VICKS NYQUIL COMPL SYRP COLD&COUGH HONEY 354ML,Nyquill,163478,23.99,56100083825,0,354 ML,,,t,0,0,0,14.14,118,,,,,,,,,,,,,,,,,,,
220,BUCKLEY'S MUCOUS&PHLEGM SYR 150ML,Buckleys,93296,16.99,58478107127,0,150 ML, ,,t,0,0,0,10.3,118,,,,,,,,,,,,,,,,,,,
196,ADVIL LIQUI-GELS 32,Advil,927970,15.99,62107004916,5,32 Liq. Gel,,2027-05-31,t,11,6,0,9.59,118,,,,,,,,,,,,,,,,,,,
194,ADVIL CPLT 200MG 24,Advil,700799,7.99,62107004121,6,24 ct,,2027-09-30,t,7,1,0,4.55,118,,,,,,,,,,,,,,,,,,,
217,MUCINEX COLD FLU & SORE THROAT TB 20,Mucinex,152391,18.99,363824954868,2,20 tab,,2026-10-31,t,3,1,0,11.04,118,,,,,,,,,,,,,,,,,,,
197,ADVIL XST CPLT 16,Advil,107342,9.99,62107004626,6,16 caps,,2027-03-31,t,12,6,0,6.02,118,,,,,,,,,,,,,,,,,,,
218,MUCINEX SE 600MG TB 20,Mucinex,95870,19.99,363824932446,3,20 tab,,2027-03-31,t,5,2,0,11.93,118,,,,,,,,,,,,,,,,,,,
202,ADVIL COLD & SINUS LIQUI-GELS 200MG 40,Advil,85654,28.99,62107005302,6,40 caplets,,2027-01-31,t,7,1,0,16.41,118,,,,,,,,,,,,,,,,,,,
223,ROBITUSSIN DM COUGH PEOPLE WITH DIABETES 115ML,robistussin,85795,12.99,62107494502,6,115 ML,,2027-04-30,t,9,3,0,7.88,118,,,,,,,,,,,,,,,,,,,
200,ADVIL COLD&SINUS NIGHT TB 200MG 20,Advil,24261,15.99,62107005463,4,20 cap,,,t,7,3,0,9.83,118,,,,,,,,,,,,,,,,,,,
195,ADVIL XST CPLT 72,Advil,108233,26.99,62107004640,5,72 cap,,2027-08-31,t,10,5,0,16.57,118,,,,,,,,,,,,,,,,,,,
199,ADVIL COLD & SINUS CPLT 200MG 10,Advil,767293,8.99,62107004299,10,10 caplets,,2026-12-31,t,15,4,0,5.1,118,,,,,,,,,,,,,,,,,,,
198,ADVIL LIQUI-GELS XST CAPS 400MG 12,Advil,208165,9.99,62107005012,2,12 Liq. Gels,,,t,2,0,0,6.07,118,,,,,,,,,,,,,,,,,,,
222,PROSPAN HELIXIA COUGH MINT 100ML,Prospan,125318,11.99,625972020094,0,100 ML,,2026-07-31,t,1,1,0,6.69,118,,,,,,,,,,,,,,,,,,,
221,PROSPAN HELIXIA COUGH MINT 200ML,Prospan,125317,16.99,625972803185,0,200 ML, ,,t,0,0,0,9.74,118,,,,,,,,,,,,,,,,,,,
215,CEPACOL LOZ SUCROSE FREE LEMON 16,Cepacol,26634,6.99,363824001579,1,16 tab,,2026-01-31,t,2,1,0,3.54,118,,,,,,,,,,,,,,,,,,,
213,CEPACOL XST LOZENGES SUCROSE FREE CHERRY 16,Cepacol,27767,6.99,363824720166,2,16 tab, ,,t,2,0,0,3.95,118,,,,,,,,,,,,,,,,,,,
192,ADVIL TB 200MG POCKET PK 10,Advil,786749,3.99,62107004015,9,10 tbs,,2026-04-30,t,27,18,0,2.36,118,,,,,,,,,,,,,,,,,,,
212,BENADRYL ELIX PDA 100ML,Benadryl,721423,11.99,60093265182,7,100 ml,,2027-03-31,t,10,3,0,6.93,118,,,,,,,,,,,,,,,,,,,
227,ROBITUSSIN DM LIQUI-GELS COUGH 20,robistussin,"787473
",11.99,62107495004,0,20 ct, ,,t,0,0,0,7.6,118,,,,,,,,,,,,,,,,,,,
228,ROBITUSSIN XST MUCUS & PHLEGM 200MG/5ML SYR 100ML,robitussin,149400,11.99,62107471008,0,100 ML, ,,t,0,0,0,7.6,118,,,,,,,,,,,,,,,,,,,
229,ROBITUSSIN XST MUCUS&PHLEGM 250ML,robitussin,759183,21.99,62107473002,0,250 ML, ,,t,0,0,0,13.8,118,,,,,,,,,,,,,,,,,,,
236,VICKS VAPORUB CHILD NASAL DECONGESTION OINT 50G,vicks,127418,9.99,56100080312,0,50g, ,,t,0,0,0,5.71,118,,,,,,,,,,,,,,,,,,,
238,VICKS VAPOPADS LAVENDER & ROSEMARY VBR-5FPC 10,vicks,112752,22.99,328785105056,0,10pads, ,,t,0,0,0,12.69,118,,,,,,,,,,,,,,,,,,,
240,BETADINE COLD DEFENSE NASAL SP 20ML,betadine,141270,14.99,60025429095,0,20ml,,,t,0,0,0,9.23,118,,,,,,,,,,,,,,,,,,,
241,BETADINE GARGLE SORE THROAT 240ML,betadine,127663,16.99,60025427121,0,240ml,,,t,0,0,0,10.14,118,,,,,,,,,,,,,,,,,,,
242,DRISTAN NASAL MIST LONG LASTING 0.05% 15ML,dristan,168148,8.99,850024431041,0,15ml, ,,t,0,0,0,5.26,118,,,,,,,,,,,,,,,,,,,
246,OTRIVIN COMPLET NASAL 20ML,otrivin,801704,13.99,58478106854,0,20ml,,,t,0,0,0,8.45,118,,,,,,,,,,,,,,,,,,,
248,RHINARIS SP NOZOIL 10ML,rhrinaris,623793,19.99,57606015198,0,10ml, ,,t,0,0,0,11.65,118,,,,,,,,,,,,,,,,,,,
235,VICKS VAPORUB LEMON JAR 115ML,vicks,650291,15.99,56100300687,2,100g,,2026-10-30,t,3,1,0,9.38,118,,,,,,,,,,,,,,,,,,,
377,TYLENOL XST CPLT 500MG 24,Tylenol,184990,6.99,62600142504,12,24 caplets,,2027-07-31,t,15,4,0,4.17,118,,,,,,,,,,,,,,,,,,,
386,TYLENOL RG EASY TO OPEN CPLT 200,Tylenol,667865,28.99,62600142641,4,200 ct, ,2026-03-31,t,4,0,0,17.39,118,,,,,,,,,,,,,,,,,,,
375,TYLENOL COMPLETE COUGH/COLD/FLU 24,Tylenol,91488,18.99,62600946775,8,24 ct, ,2026-06-30,t,9,1,0,11.14,118,,,,,,,,,,,,,,,,,,,
409,HEALTH ONE COLD + SINUS 10,Health One,0,6.99,66000020950,6,24 ct,,2026-10-31,t,6,0,0,0,118,,,,,,,,,,,,,,,,,,,
379,TYLENOL XST CPLT 500MG 100,Tylenol,184998,18.99,62600142528,17,100 caplets,,2027-03-31,t,22,5,0,11.59,118,,,,,,,,,,,,,,,,,,,
702,VICKS NYQUIL COLD&FLU CHERRY 650MG/30ML 354ML,NyQuil,168673,17.99,56100074854,0,354mL,,,t,0,0,0,10.79,118,,,,,,,,,,,,,,,,,,,
701,VICKS NYQUIL COLD&FLU ORIGINAL 650MG/30ML 354ML,Nyquil,168665,17.99,56100074830,2,354mL,,,t,2,0,0,10.79,118,,,,,,,,,,,,,,,,,,,
770,TYLENOL CHILDREN COMPLET COLD/COUGH/FEVER BBG100ML,Tylenol,22529,12.99,62600960993,0,100mL,,,t,0,0,0,7.15,118,,,,,,,,,,,,,,,,,,,
771,BENYLIN ES ALL IN ONE NIGHT 24,Benylin,22417,18.99,62600960917,3,24caps,,2025-12-31,t,3,0,0,11.14,118,,,,,,,,,,,,,,,,,,,
793,TYLENOL XST EZ TB 500MG 50,Tylenol,771592,12.99,62600142351,9,50eztabs,,2027-07-31,t,15,6,0,7.76,118,,,,,,,,,,,,,,,,,,,
798,COMBOGESIC ACETAMINOPHEN/IBUPROFEN 325/97.5MG TB30,Combogesic,157223,21.99,891339001277,4,30 tabs,,2026-04-30,t,4,0,0,12.71,118,,,,,,,,,,,,,,,,,,,
799,ADVIL XST LIQUI-GEL 80,Advil,870576,40.99,62107005067,0,80 Liq. Gels,,,t,0,0,0,25.34,118,,,,,,,,,,,,,,,,,,,
800,ADVIL LIQUI-GELS 16,Advil,927897,9.99,62107004909,6,16 Liq. Gels,,2027-01-31,t,8,2,0,5.62,118,,,,,,,,,,,,,,,,,,,
1140,ADVIL TB 50,Advil,702522,13.99,62107004077,0,50 tabs,,,t,0,0,0,8.19,118,,,,,,,,,,,,,,,,,,,
1145,ADVIL 12HR TB 600MG 16,Advil,99527,8.99,62107005609,0,16 tabs,,,t,0,0,0,5.33,118,,,,,,,,,,,,,,,,,,,
